Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
20,"J Jiarpakdee, CK Tantithamthavorn…","Practitioners' perceptions of the goals and visual explanations of defect prediction models",2021,"… Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463073/","https://scholar.google.com/scholar?cites=7323529604084022357&as_sdt=2005&sciodt=2007&hl=en",33,"2022-09-05 09:31:27","","","","",,,,,20,20.00,7,3,1,"… We also provided a detailed replication package and a tutorial in Zenodo [15]. • We investigated the key factors that impact practitioners’ perceptions of the goals of defect prediction …","https://arxiv.org/pdf/2102.12007","https://scholar.google.com/scholar?q=related:VTx8iV9nomUJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
19,"S Wang, NH Phan, Y Wang…","Extracting API tips from developer question and answer websites",2019,"… Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8816774/","https://scholar.google.com/scholar?cites=18210633196772122200&as_sdt=2005&sciodt=2007&hl=en",34,"2022-09-05 09:31:27","","","","",,,,,19,6.33,5,4,3,"The success of question and answer (Q&A) websites attracts massive user-generated content for using and learning APIs, which easily leads to information overload: many questions …","","https://scholar.google.com/scholar?q=related:WN6JjGgqufwJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
20,"BA Muse, MM Rahman, C Nagy, A Cleve…","On the prevalence, impact, and evolution of SQL code smells in data-intensive systems",2020,"… software repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3379597.3387467","https://scholar.google.com/scholar?cites=9189104308344454569&as_sdt=2005&sciodt=2007&hl=en",35,"2022-09-05 09:31:27","","10.1145/3379597.3387467","","",,,,,20,10.00,4,5,2,"… The complete keyword list is available in the replication package [42]. Our tool searches for each keyword in the commit messages, and separates the commits containing the keywords …","https://arxiv.org/pdf/2201.02215","https://scholar.google.com/scholar?q=related:qf3htq5Bhn8J:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
9,"NA Ernst","Bayesian hierarchical modelling for tailoring metric thresholds",2018,"… conference on mining software repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3196398.3196443","https://scholar.google.com/scholar?cites=17982987573455720012&as_sdt=2005&sciodt=2007&hl=en",36,"2022-09-05 09:31:27","","10.1145/3196398.3196443","","",,,,,9,2.25,9,1,4,"Software is highly contextual. While there are cross-cutting'global'lessons, individual software projects exhibit many'local'properties. This data heterogeneity makes drawing local …","https://arxiv.org/pdf/1804.02443","https://scholar.google.com/scholar?q=related:TI4XjOtnkPkJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
13,"J Walden","The impact of a major security event on an open source project: The case of OpenSSL",2020,"… Conference on Mining Software Repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3379597.3387465","https://scholar.google.com/scholar?cites=12115432178019924880&as_sdt=2005&sciodt=2007&hl=en",37,"2022-09-05 09:31:27","","10.1145/3379597.3387465","","",,,,,13,6.50,13,1,2,"… We have provided a replication package for this paper [48], which includes the software metrics and project activity data used in this paper. The package includes data collection scripts …","https://arxiv.org/pdf/2005.14242","https://scholar.google.com/scholar?q=related:kPs2J2CpIqgJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
15,"A Uchôa, C Barbosa, D Coutinho…","Predicting design impactful changes in modern code review: A large-scale empirical study",2021,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463137/","https://scholar.google.com/scholar?cites=1445549515025068713&as_sdt=2005&sciodt=2007&hl=en",38,"2022-09-05 09:31:27","","","","",,,,,15,15.00,4,4,1,"… (5) an enriched dataset and replication package that allows researchers to investigate the context … strategies, and thresholds for each type of symptom in the replication package [42]. …","https://anderson-uchoa.github.io/publications/UchoaBCOARVAPOG21.pdf","https://scholar.google.com/scholar?q=related:qbJOBKCfDxQJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
24,"S Scalabrino, G Bavota…","Data-driven solutions to detect api compatibility issues in android: an empirical study",2019,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8816731/","https://scholar.google.com/scholar?cites=16401878463466883237&as_sdt=2005&sciodt=2007&hl=en",39,"2022-09-05 09:31:27","","","","",,,,,24,8.00,8,3,3,"… of packages we consider as part of the Android APIs is available in our replication package. … The verifiability of our study is guaranteed through a publicly available replication package […","https://www.inf.usi.ch/faculty/lanza/Downloads/Scal2019a.pdf","https://scholar.google.com/scholar?q=related:pcgSyI8tn-MJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"GL Scoccia, P Migliarini, M Autili","Challenges in Developing Desktop Web Apps: a Study of Stack Overflow and GitHub",2021,"… Mining Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463138/","https://scholar.google.com/scholar?cites=17123461598610720855&as_sdt=2005&sciodt=2007&hl=en",40,"2022-09-05 09:31:27","","","","",,,,,2,2.00,1,3,1,"… In order to allow independent verification and replication of the performed study, we make publicly available a full replication package containing the obtained raw data and all the …","https://gianlucascoccia.github.io/assets/pdf/MSR2021.pdf","https://scholar.google.com/scholar?q=related:Vwg8lpnBou0J:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
3,"SW Flint, J Chauhan, R Dyer","Escaping the time pit: Pitfalls and guidelines for using time-based git data",2021,"… on Mining Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463113/","https://scholar.google.com/scholar?cites=15297746443388799983&as_sdt=2005&sciodt=2007&hl=en",41,"2022-09-05 09:31:27","","","","",,,,,3,3.00,1,3,1,"… The results of this selection process are shown in Table I and the spreadsheet including all identified papers and human judgements is available in our replication package [5]. …","https://arxiv.org/pdf/2103.11339","https://scholar.google.com/scholar?q=related:70sv3laDTNQJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
1,"A Imam, T Dey","Tracking Hackathon Code Creation and Reuse",2021,"… Conference on Mining Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463076/","https://scholar.google.com/scholar?cites=4969450613745274148&as_sdt=2005&sciodt=2007&hl=en",42,"2022-09-05 09:31:27","","","","",,,,,1,1.00,1,2,1,"… Complete results of an extension of this hackathon project is available at [5], and the replication package … [6] “Replication package,” https://github.com/woc-hack/track hack. [7] Y. Ma, C. …","https://arxiv.org/pdf/2103.10167","https://scholar.google.com/scholar?q=related:JE0iAQEJ90QJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
30,"M Claes, T Mens, R Di Cosmo…","A historical analysis of Debian package incompatibilities",2015,"… Software Repositories","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7180081/","https://scholar.google.com/scholar?cites=8647208068741055217&as_sdt=2005&sciodt=2007&hl=en",43,"2022-09-05 09:31:27","","","","",,,,,30,4.29,8,4,7,"… A replication package containing the data, scripts and results of our analysis is available online via the following URL: http://www.dicosmo.org/replication/msr2015-coinst. …","https://www.researchgate.net/profile/Tom-Mens/publication/301747032_A_Historical_Analysis_of_Debian_Package_Incompatibilities/links/5724c6a508aef9c00b84650b/A-Historical-Analysis-of-Debian-Package-Incompatibilities.pdf","https://scholar.google.com/scholar?q=related:8cIzdOwNAXgJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"F Zampetti, V Nardone…","Problems and Solutions in Applying Continuous Integration and Delivery to 20 Open-Source Cyber-Physical Systems",2022,"… Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9796215/","",44,"2022-09-05 09:31:27","","","","",,,,,0,0.00,0,3,1,"… We only report and detail (with qualitative examples) relations occurring more than once, while you can find all the occurrences in our replication package [45]. Since for bad practices …","https://mdipenta.github.io/files/msr2022-cps.pdf",""
34,"F Pecorelli, F Palomba, F Khomh…","Developer-driven code smell prioritization",2020,"… Software Repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3379597.3387457","https://scholar.google.com/scholar?cites=17580237338190420266&as_sdt=2005&sciodt=2007&hl=en",45,"2022-09-05 09:31:27","","10.1145/3379597.3387457","","",,,,,34,17.00,9,4,2,"… A summary of the performance of the other classifiers is available in our replication package [72]. In the first place, it is worth noting that the performance values of our model are rather …","https://fpalomba.github.io/pdf/Conferencs/C48.pdf","https://scholar.google.com/scholar?q=related:KhnmCbeM-fMJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
33,"C Laaber, P Leitner","An evaluation of open-source software microbenchmark suites for continuous performance assessment",2018,"… on Mining Software Repositories (MSR)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8595195/","https://scholar.google.com/scholar?cites=7652051615855921932&as_sdt=2005&sciodt=2007&hl=en",46,"2022-09-05 09:31:27","","","","",,,,,33,8.25,17,2,4,"… All data and analysis scripts are provided in a replication package [26]. Further, Table 3 presents the distribution of the maxSpread of each benchmark for the study subjects. The table …","https://www.zora.uzh.ch/id/eprint/159079/1/msr18-author-version.pdf","https://scholar.google.com/scholar?q=related:DMsL_maMMWoJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"R Amlekar, AFR Gamboa, K Gallaba…","Do software engineers use autocompletion features differently than other developers?",2018,"… Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8595186/","https://scholar.google.com/scholar?cites=13235247824781609710&as_sdt=2005&sciodt=2007&hl=en",47,"2022-09-05 09:31:27","","","","",,,,,2,0.50,1,4,4,"… The code for this can be found in our replication package.We also use the Mann-Whitney U tests and Cliff’s delta to test for significant differences among the event types and measure …","http://www.rebels.ece.mcgill.ca/papers/msr2018_amlekar.pdf","https://scholar.google.com/scholar?q=related:7ope9sULrbcJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
5,"X Jin, F Servant","What edits are done on the highly answered questions in stack overflow? an empirical study",2019,"… Conference on Mining Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8816767/","https://scholar.google.com/scholar?cites=2591574364141123386&as_sdt=2005&sciodt=2007&hl=en",48,"2022-09-05 09:31:27","","","","",,,,,5,1.67,3,2,3,"Stack Overflow is the most-widely-used online question-and-answer platform for software developers to solve problems and communicate experience. Stack Overflow believes in the …","https://people.cs.vt.edu/xianhao8/MSR2019.pdf","https://scholar.google.com/scholar?q=related:OvejRycf9yMJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
12,"M Ciniselli, N Cooper, L Pascarella…","An empirical study on the usage of BERT models for code completion",2021,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463129/","https://scholar.google.com/scholar?cites=16419244850723573365&as_sdt=2005&sciodt=2007&hl=en",49,"2022-09-05 09:31:27","","","","",,,,,12,12.00,3,4,1,"… All predictions are available in our replication package [41]. Besides this, as explained in Section III, we also manually analyzed 100 non-perfect predictions in each test dataset, to …","https://arxiv.org/pdf/2103.07115","https://scholar.google.com/scholar?q=related:dU6K5zLg3OMJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
4,"L Quaranta, F Calefato…","KGTorrent: A dataset of python Jupyter notebooks from kaggle",2021,"… Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463068/","https://scholar.google.com/scholar?cites=9240923332310869779&as_sdt=2005&sciodt=2007&hl=en",50,"2022-09-05 09:31:27","","","","",,,,,4,4.00,1,3,1,"… [4] shared the replication package scripts and results, but not the dataset); moreover, none of the studies analyzed notebooks from the Kaggle platform. Researchers interested in this …","https://arxiv.org/pdf/2103.10558","https://scholar.google.com/scholar?q=related:EycCa89aPoAJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
64,"R Coelho, L Almeida, G Gousios…","Unveiling exception handling bug hazards in android based on github and google code issues",2015,"… Software Repositories","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7180074/","https://scholar.google.com/scholar?cites=16608966784203139998&as_sdt=2005&sciodt=2007&hl=en",51,"2022-09-05 09:31:27","","","","",,,,,64,9.14,16,4,7,"This paper reports on a study mining the exception stack traces included in 159,048 issues reported on Android projects hosted in GitHub (482 projects) and Google Code (157 projects)…","https://repository.ubn.ru.nl/bitstream/handle/2066/151500/151500.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:nquwykrnfuYJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
67,"G Robles, JM González-Barahona, C Cervigón…","Estimating development effort in free/open source software projects by mining software repositories: a case study of openstack",2014,"… Software Repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2597073.2597107","https://scholar.google.com/scholar?cites=9955662015534123334&as_sdt=2005&sciodt=2007&hl=en",52,"2022-09-05 09:31:27","","10.1145/2597073.2597107","","",,,,,67,8.38,17,4,8,"… The replication package contains all scripts and public information, but not all the results of the survey, as personal information was collected. Aggregated and anonymized information …","https://core.ac.uk/download/pdf/30340146.pdf","https://scholar.google.com/scholar?q=related:RsnCE9udKYoJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
8,"MA Al Alamin, S Malakar, G Uddin…","An empirical study of developer discussions on low-code software development challenges",2021,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463132/","https://scholar.google.com/scholar?cites=6743574732314154806&as_sdt=2005&sciodt=2007&hl=en",53,"2022-09-05 09:31:27","","","","",,,,,8,8.00,2,4,1,"Low-code software development (LCSD) is an emerging paradigm that combines minimal source code with interactive graphical interfaces to promote rapid application development. …","https://arxiv.org/pdf/2103.11429","https://scholar.google.com/scholar?q=related:Npfic339lV0J:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
22,"S Beyer, M Pinzger","Grouping android tag synonyms on stack overflow",2016,"… Conference on Mining Software Repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2901739.2901750","https://scholar.google.com/scholar?cites=8286732523995322281&as_sdt=2005&sciodt=2007&hl=en",54,"2022-09-05 09:31:27","","10.1145/2901739.2901750","","",,,,,22,3.67,11,2,6,"On Stack Overflow, more than 38,000 diverse tags are used to classify posts. The Stack Overflow community provides tag synonyms to reduce the number of tags that have the same or …","https://serg.aau.at/pub/StefanieBeyer/Publications/msr16_grouping_tag_synonyms.pdf","https://scholar.google.com/scholar?q=related:qddqWVNjAHMJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
5,"A Pietri, G Rousseau, S Zacchiroli","Forking without clicking: On how to identify software repository forks",2020,"… on Mining Software Repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3379597.3387450","https://scholar.google.com/scholar?cites=12543784618213673602&as_sdt=2005&sciodt=2007&hl=en",55,"2022-09-05 09:31:27","","10.1145/3379597.3387450","","",,,,,5,2.50,2,3,2,"… 3Additional URL gymnastic is needed in the query to cross-reference GHTorrent project URLs with Software Heritage ones; we refer to the replication package for this kind of details. …","https://arxiv.org/pdf/2011.07821","https://scholar.google.com/scholar?q=related:goqig6Z5FK4J:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
3,"D Gonzalez, M Rath, M Mirakhorli","Did you remember to test your tokens?",2020,"… on Mining Software Repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3379597.3387471","https://scholar.google.com/scholar?cites=2110333891480755065&as_sdt=2005&sciodt=2007&hl=en",56,"2022-09-05 09:31:27","","10.1145/3379597.3387471","","",,,,,3,1.50,1,3,2,"… Finally, we provide an online appendix which includes ❺ the test guide and ❻ a replication package containing our unit test dataset, grounded theory artifacts, and supplementary …","https://arxiv.org/pdf/2006.14553","https://scholar.google.com/scholar?q=related:eZstR35pSR0J:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"S Kochanthara, Y Dajsuren, L Cleophas…","Painting the Landscape of Automotive Software in GitHub",2022,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9796157/","",57,"2022-09-05 09:31:27","","","","",,,,,0,0.00,0,4,1,"… A complete list of the topics (along with its search term) is available as a part of our replication package [23]. Further, to identify relevant repositories that do not use topics, we selected …","https://arxiv.org/pdf/2203.08936","https://scholar.google.com/scholar?q=related:MmHE7GDNQUQJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
1,"L Montgomery, C Lüders…","An Alternative Issue Tracking Dataset of Public Jira Repositories",2022,"… Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9796369/","https://scholar.google.com/scholar?cites=7502340860139720231&as_sdt=2005&sciodt=2007&hl=en",58,"2022-09-05 09:31:27","","","","",,,,,1,1.00,0,3,1,"Organisations use issue tracking systems (ITSs) to track and document their projects' work in units called issues. This style of documentation encourages evolutionary refinement, as …","","https://scholar.google.com/scholar?q=related:J86GYEOrHWgJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
7,"J Tsay, A Braz, M Hirzel, A Shinnar…","Aimmx: Artificial intelligence model metadata extractor",2020,"… Software Repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3379597.3387448","https://scholar.google.com/scholar?cites=16232562005841130010&as_sdt=2005&sciodt=2007&hl=en",59,"2022-09-05 09:31:27","","10.1145/3379597.3387448","","",,,,,7,3.50,1,5,2,"… The evaluation dataset is available as part of the replication package. After extraction, the metadata is ready for consumption in both machinereadable and human-readable states. See …","http://www.jsntsay.com/publications/tsay-msr2020.pdf","https://scholar.google.com/scholar?q=related:GrKp-COlReEJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"A Vlasova, M Tigina, I Vlasov, A Birillo…","Lupa: A Framework for Large Scale Analysis of the Programming Language Usage",2022,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9796207/","",60,"2022-09-05 09:31:27","","","","",,,,,0,0.00,0,5,1,"In this paper, we present Lupa - a platform for large-scale analysis of the programming language usage. Lupa is a command line tool that uses the power of the IntelliJ Platform under …","","https://scholar.google.com/scholar?q=related:bILU-iaF8FcJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"K Eng, A Hindle","Revisiting Dockerfiles in Open Source Software Over Time",2021,"… Conference on Mining Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463072/","https://scholar.google.com/scholar?cites=17925209401173815764&as_sdt=2005&sciodt=2007&hl=en",61,"2022-09-05 09:31:27","","","","",,,,,2,2.00,1,2,1,"… We also provide a replication package to reproduce our work [4]. To our knowledge, this is … We have included a replication package [4] to further encourage future investigations on …","https://arxiv.org/pdf/2103.12298","https://scholar.google.com/scholar?q=related:1DF1gfoiw_gJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"A Imam, T Dey, A Nolte, A Mockus…","The Secret Life of Hackathon Code Where does it come from and where does it go?",2021,"… Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9463116/","https://scholar.google.com/scholar?cites=15153434056827159628&as_sdt=2005&sciodt=2007&hl=en",62,"2022-09-05 09:31:27","","","","",,,,,2,2.00,0,5,1,"… The replication package for our study is available at [27]. … https://arxiv.org/pdf/2010.16196 [27] “Replication package,” https://github.com/woc-hack/track hack. [28] S. Haefliger, G. …","https://par.nsf.gov/servlets/purl/10284447","https://scholar.google.com/scholar?q=related:TER9BP3PS9IJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
11,"D Serra, G Grano, F Palomba, F Ferrucci…","On the effectiveness of manual and automatic unit test generation: ten years later",2019,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8816768/","https://scholar.google.com/scholar?cites=12833729496470158174&as_sdt=2005&sciodt=2007&hl=en",63,"2022-09-05 09:31:27","","","","",,,,,11,3.67,2,5,3,"Good unit tests play a paramount role when it comes to foster and evaluate software quality. However, writing effective tests is an extremely costly and time consuming practice. To …","https://www.zora.uzh.ch/id/eprint/171578/1/msr19.pdf","https://scholar.google.com/scholar?q=related:XnuOJPuQGrIJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"M Tsunoda, A Monden, K Toda, A Tahir…","Using Bandit Algorithms for Selecting Feature Reduction Techniques in Software Defect Prediction",2022,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9796258/","",64,"2022-09-05 09:31:27","","","","",,,,,0,0.00,0,5,1,"Background: Selecting a suitable feature reduction technique, when building a defect prediction model, can be challenging. Different techniques can result in the selection of different …","https://www.researchgate.net/profile/Amjed-Tahir/publication/359697979_Effect_of_Bandit_Algorithms_on_Selecting_Feature_Reduction_Techniques_in_Software_Defect_Prediction/links/6248ec2f57084c718b81dd7f/Effect-of-Bandit-Algorithms-on-Selecting-Feature-Reduction-Techniques-in-Software-Defect-Prediction.pdf","https://scholar.google.com/scholar?q=related:WuOP84N9ixoJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
16,"D Spinellis, Z Kotti, A Mockus","A dataset for github repository deduplication",2020,"… on mining software repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3379597.3387496","https://scholar.google.com/scholar?cites=12000916289800822325&as_sdt=2005&sciodt=2007&hl=en",65,"2022-09-05 09:31:27","","10.1145/3379597.3387496","","",,,,,16,8.00,5,3,2,"GitHub projects can be easily replicated through the site's fork process or through a Git clone-push sequence. This is a problem for empirical software engineering, because it can lead …","https://arxiv.org/pdf/2002.02314","https://scholar.google.com/scholar?q=related:Nd7GMMjRi6YJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
25,"D Spadini, M Schvarcbacher, AM Oprescu…","Investigating severity thresholds for test smells",2020,"… Software Repositories","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3379597.3387453","https://scholar.google.com/scholar?cites=5717752340698017784&as_sdt=2005&sciodt=2007&hl=en",66,"2022-09-05 09:31:27","","10.1145/3379597.3387453","","",,,,,25,12.50,6,4,2,"… The distribution of the metrics across the observed projects for each test smell can be found in the replication package [28]… Replication package. https://doi.org/10.5281/zenodo. 3611111 …","https://dl.acm.org/doi/pdf/10.1145/3379597.3387453","https://scholar.google.com/scholar?q=related:-K_2vHWJWU8J:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
15,"W Wang, G Poo-Caamaño, E Wilde…","What is the gist? Understanding the use of public gists on GitHub",2015,"… Software Repositories","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7180090/","https://scholar.google.com/scholar?cites=16658491060516968482&as_sdt=2005&sciodt=2007&hl=en",67,"2022-09-05 09:31:27","","","","",,,,,15,2.14,4,4,7,"… This data is available in the replication package at http://turingmachine.org/2015/gists. Table II summarizes the metadata associated with a Gist. As Gists use Git for their underlying …","https://etcwilde.github.io/assets/papers/2015_msr_understanding-gists.pdf","https://scholar.google.com/scholar?q=related:Ilgi7FvZLucJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
7,"W Muylaert, C De Roover","Prevalence of botched code integrations",2017,"… on Mining Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7962407/","https://scholar.google.com/scholar?cites=9772307127595063777&as_sdt=2005&sciodt=2007&hl=en",68,"2022-09-05 09:31:27","","","","",,,,,7,1.40,4,2,5,"Integrating code from different sources can be an error-prone and effort-intensive process. While an integration may appear statically sound, unexpected errors may still surface at run …","https://cris.vub.be/ws/files/31342834/paper_after_review.pdf","https://scholar.google.com/scholar?q=related:4VlSgI41nocJ:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
13,"S Mondal, MM Rahman, CK Roy","Can issues reported at stack overflow questions be reproduced? an exploratory study",2019,"… Mining Software Repositories …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8816784/","https://scholar.google.com/scholar?cites=11416869628747505782&as_sdt=2005&sciodt=2007&hl=en",69,"2022-09-05 09:31:27","","","","",,,,,13,4.33,4,3,3,"Software developers often look for solutions to their code level problems at Stack Overflow. Hence, they frequently submit their questions with sample code segments and issue …","https://clones.usask.ca/pubfiles/articles/SMondal_Issue_MSR2019.pdf","https://scholar.google.com/scholar?q=related:duBwLHDecJ4J:scholar.google.com/&scioq=source:%22mining+software+repositories%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
